food_id,food_name,category,cuisine,meal_type,serving_size_g,calories_kcal,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,vegetarian,vegan,gluten_free,diabetic_friendly,high_protein,low_fat,heart_healthy,weight_loss_friendly,main_ingredients,tags
647,Raw Jackfruit (Kathal) Chochchori,Vegetable,Bangladeshi,Lunch,80,135.6,4.4,21.5,6.2,1.9,4.4,60.8,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Raw Jackfruit (Kathal), oil, spices","vegetable,fiber,low-calorie"
648,Raw Jackfruit (Kathal) Dalna,Vegetable,Bangladeshi,Dinner,100,65.2,2.3,15.5,10.8,3.3,1.5,63.1,Yes,Yes,Yes,Yes,No,No,Yes,No,"Raw Jackfruit (Kathal), oil, spices","vegetable,fiber,low-calorie"
649,Raw Jackfruit (Kathal) Fried,Vegetable,Bangladeshi,Lunch,80,134.3,3.4,7.0,10.8,4.6,4.0,131.5,Yes,Yes,Yes,Yes,No,No,Yes,No,"Raw Jackfruit (Kathal), oil, spices","vegetable,fiber,low-calorie"
650,Raw Jackfruit (Kathal) Stir-fry,Vegetable,Bangladeshi,Lunch,120,121.2,2.6,18.2,4.6,1.5,4.7,267.5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Raw Jackfruit (Kathal), oil, spices","vegetable,fiber,low-calorie"
651,Raw Jackfruit (Kathal) Steamed,Vegetable,Bangladeshi,Dinner,80,48.8,3.9,5.9,5.8,2.1,4.0,94.5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Raw Jackfruit (Kathal), oil, spices","vegetable,fiber,low-calorie"
652,Drumstick (Sojne Data) Bhaji,Vegetable,Bangladeshi,Dinner,80,94.9,2.0,11.1,4.0,2.7,1.2,192.2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Drumstick (Sojne Data), oil, spices","vegetable,fiber,low-calorie"
653,Drumstick (Sojne Data) Bhorta,Vegetable,Bangladeshi,Dinner,80,53.3,3.3,12.1,9.4,2.1,2.5,89.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,"Drumstick (Sojne Data), oil, spices","vegetable,fiber,low-calorie"
654,Drumstick (Sojne Data) Torkari (Curry),Vegetable,Bangladeshi,Lunch,120,156.4,5.3,6.5,10.4,3.4,6.0,197.9,Yes,Yes,Yes,Yes,No,No,Yes,No,"Drumstick (Sojne Data), oil, spices","vegetable,fiber,low-calorie"
655,Drumstick (Sojne Data) Chochchori,Vegetable,Bangladeshi,Dinner,100,41.7,3.1,19.8,3.7,3.2,2.1,281.9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Drumstick (Sojne Data), oil, spices","vegetable,fiber,low-calorie"
656,Drumstick (Sojne Data) Dalna,Vegetable,Bangladeshi,Lunch,120,147.8,3.1,5.8,11.9,4.7,3.5,156.4,Yes,Yes,Yes,Yes,No,No,Yes,No,"Drumstick (Sojne Data), oil, spices","vegetable,fiber,low-calorie"
657,Drumstick (Sojne Data) Fried,Vegetable,Bangladeshi,Dinner,100,137.2,4.5,6.7,6.4,1.4,4.8,223.3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Drumstick (Sojne Data), oil, spices","vegetable,fiber,low-calorie"
658,Drumstick (Sojne Data) Stir-fry,Vegetable,Bangladeshi,Dinner,80,55.9,2.5,16.0,2.0,3.4,2.5,225.8,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Drumstick (Sojne Data), oil, spices","vegetable,fiber,low-calorie"
659,Drumstick (Sojne Data) Steamed,Vegetable,Bangladeshi,Lunch,100,95.7,1.7,17.0,3.0,5.4,4.1,226.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Drumstick (Sojne Data), oil, spices","vegetable,fiber,low-calorie"
660,Taro (Kochu) Bhaji,Vegetable,Bangladeshi,Lunch,120,48.5,5.5,10.7,1.4,3.1,2.3,286.5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Taro (Kochu), oil, spices","vegetable,fiber,low-calorie"
661,Taro (Kochu) Bhorta,Vegetable,Bangladeshi,Lunch,120,49.7,5.4,17.5,1.6,5.7,4.4,272.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Taro (Kochu), oil, spices","vegetable,fiber,low-calorie"
662,Taro (Kochu) Torkari (Curry),Vegetable,Bangladeshi,Lunch,100,83.9,4.1,11.2,2.9,3.8,1.3,227.3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Taro (Kochu), oil, spices","vegetable,fiber,low-calorie"
663,Taro (Kochu) Chochchori,Vegetable,Bangladeshi,Lunch,80,157.8,2.2,6.9,6.3,5.7,3.9,289.8,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Taro (Kochu), oil, spices","vegetable,fiber,low-calorie"
664,Taro (Kochu) Dalna,Vegetable,Bangladeshi,Lunch,120,131.3,2.6,20.3,6.5,3.1,1.3,143.2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Taro (Kochu), oil, spices","vegetable,fiber,low-calorie"
665,Taro (Kochu) Fried,Vegetable,Bangladeshi,Dinner,100,100.2,5.1,13.0,6.9,5.1,5.5,163.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Taro (Kochu), oil, spices","vegetable,fiber,low-calorie"
666,Taro (Kochu) Stir-fry,Vegetable,Bangladeshi,Dinner,120,153.4,5.0,21.0,1.7,5.5,3.3,70.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Taro (Kochu), oil, spices","vegetable,fiber,low-calorie"
667,Taro (Kochu) Steamed,Vegetable,Bangladeshi,Lunch,100,155.0,1.4,7.8,2.2,1.7,1.8,101.1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Taro (Kochu), oil, spices","vegetable,fiber,low-calorie"
668,Yam Bhaji,Vegetable,Bangladeshi,Lunch,100,90.0,4.4,20.8,6.2,3.1,4.7,55.4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Yam, oil, spices","vegetable,fiber,low-calorie"
669,Yam Bhorta,Vegetable,Bangladeshi,Lunch,80,42.6,5.0,19.2,6.7,2.7,3.9,213.9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Yam, oil, spices","vegetable,fiber,low-calorie"
670,Yam Torkari (Curry),Vegetable,Bangladeshi,Dinner,100,111.2,4.5,19.3,5.9,2.5,1.7,247.3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Yam, oil, spices","vegetable,fiber,low-calorie"
671,Yam Chochchori,Vegetable,Bangladeshi,Lunch,100,67.2,2.9,9.9,10.3,1.7,2.4,289.1,Yes,Yes,Yes,Yes,No,No,Yes,No,"Yam, oil, spices","vegetable,fiber,low-calorie"
672,Yam Dalna,Vegetable,Bangladeshi,Lunch,120,104.2,1.9,8.0,8.8,5.5,5.0,90.3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,"Yam, oil, spices","vegetable,fiber,low-calorie"
673,Yam Fried,Vegetable,Bangladeshi,Lunch,80,159.3,3.9,12.5,5.1,2.0,4.5,216.4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Yam, oil, spices","vegetable,fiber,low-calorie"
674,Yam Stir-fry,Vegetable,Bangladeshi,Dinner,80,84.7,3.7,7.8,4.3,5.6,3.0,174.9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Yam, oil, spices","vegetable,fiber,low-calorie"
675,Yam Steamed,Vegetable,Bangladeshi,Lunch,100,151.3,1.8,21.5,7.0,3.5,4.2,123.9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Yam, oil, spices","vegetable,fiber,low-calorie"
676,Carrot Bhaji,Vegetable,Bangladeshi,Dinner,120,120.0,5.0,17.4,11.1,2.7,1.6,169.7,Yes,Yes,Yes,Yes,No,No,Yes,No,"Carrot, oil, spices","vegetable,fiber,low-calorie"
677,Carrot Bhorta,Vegetable,Bangladeshi,Lunch,80,121.4,1.6,5.4,7.8,2.1,2.8,131.6,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Carrot, oil, spices","vegetable,fiber,low-calorie"
678,Carrot Torkari (Curry),Vegetable,Bangladeshi,Lunch,120,103.2,4.9,18.0,3.2,1.4,5.2,219.3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Carrot, oil, spices","vegetable,fiber,low-calorie"
679,Carrot Chochchori,Vegetable,Bangladeshi,Lunch,120,87.3,3.5,15.3,6.6,1.3,4.3,149.4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Carrot, oil, spices","vegetable,fiber,low-calorie"
680,Carrot Dalna,Vegetable,Bangladeshi,Dinner,100,86.3,1.1,10.9,4.4,3.2,3.8,103.9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Carrot, oil, spices","vegetable,fiber,low-calorie"
681,Carrot Fried,Vegetable,Bangladeshi,Dinner,120,159.1,5.0,9.9,9.9,5.9,3.1,274.1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,"Carrot, oil, spices","vegetable,fiber,low-calorie"
682,Carrot Stir-fry,Vegetable,Bangladeshi,Lunch,120,111.8,1.7,10.2,11.9,3.6,2.7,283.3,Yes,Yes,Yes,Yes,No,No,Yes,No,"Carrot, oil, spices","vegetable,fiber,low-calorie"
683,Carrot Steamed,Vegetable,Bangladeshi,Dinner,80,40.8,4.2,9.6,2.9,3.3,3.8,278.7,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Carrot, oil, spices","vegetable,fiber,low-calorie"
684,Beans Bhaji,Vegetable,Bangladeshi,Lunch,80,139.9,2.4,13.3,10.1,2.5,3.9,173.5,Yes,Yes,Yes,Yes,No,No,Yes,No,"Beans, oil, spices","vegetable,fiber,low-calorie"
685,Beans Bhorta,Vegetable,Bangladeshi,Dinner,80,43.2,1.0,9.5,11.5,5.2,3.4,213.5,Yes,Yes,Yes,Yes,No,No,Yes,No,"Beans, oil, spices","vegetable,fiber,low-calorie"
686,Beans Torkari (Curry),Vegetable,Bangladeshi,Dinner,100,61.5,5.5,16.0,1.3,4.8,3.5,292.7,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Beans, oil, spices","vegetable,fiber,low-calorie"
687,Beans Chochchori,Vegetable,Bangladeshi,Dinner,120,97.7,3.2,9.4,8.5,5.9,5.1,143.3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,"Beans, oil, spices","vegetable,fiber,low-calorie"
688,Beans Dalna,Vegetable,Bangladeshi,Lunch,100,59.5,1.3,10.4,10.7,1.7,1.8,118.2,Yes,Yes,Yes,Yes,No,No,Yes,No,"Beans, oil, spices","vegetable,fiber,low-calorie"
689,Beans Fried,Vegetable,Bangladeshi,Dinner,120,149.5,2.8,9.9,6.8,5.7,3.6,241.6,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Beans, oil, spices","vegetable,fiber,low-calorie"
690,Beans Stir-fry,Vegetable,Bangladeshi,Lunch,80,111.9,1.8,10.5,4.5,5.2,5.0,117.9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Beans, oil, spices","vegetable,fiber,low-calorie"
691,Beans Steamed,Vegetable,Bangladeshi,Dinner,80,104.1,2.8,7.4,2.5,2.4,4.9,153.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Beans, oil, spices","vegetable,fiber,low-calorie"
692,Green Peas Bhaji,Vegetable,Bangladeshi,Lunch,80,66.1,3.5,19.1,9.7,3.8,4.4,288.1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,"Green Peas, oil, spices","vegetable,fiber,low-calorie"
693,Green Peas Bhorta,Vegetable,Bangladeshi,Lunch,100,95.3,1.4,18.9,11.2,3.4,2.6,140.6,Yes,Yes,Yes,Yes,No,No,Yes,No,"Green Peas, oil, spices","vegetable,fiber,low-calorie"
694,Green Peas Torkari (Curry),Vegetable,Bangladeshi,Dinner,120,102.8,5.9,7.9,4.4,4.7,1.6,82.2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Green Peas, oil, spices","vegetable,fiber,low-calorie"
695,Green Peas Chochchori,Vegetable,Bangladeshi,Lunch,120,67.2,1.6,7.2,1.9,4.5,4.9,69.4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Green Peas, oil, spices","vegetable,fiber,low-calorie"
696,Green Peas Dalna,Vegetable,Bangladeshi,Dinner,100,45.1,1.5,18.5,6.6,1.3,1.6,113.3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Green Peas, oil, spices","vegetable,fiber,low-calorie"
697,Green Peas Fried,Vegetable,Bangladeshi,Lunch,100,120.1,4.8,18.3,11.1,2.0,5.5,96.2,Yes,Yes,Yes,Yes,No,No,Yes,No,"Green Peas, oil, spices","vegetable,fiber,low-calorie"
698,Green Peas Stir-fry,Vegetable,Bangladeshi,Dinner,80,50.9,5.2,21.0,11.4,2.7,1.8,175.2,Yes,Yes,Yes,Yes,No,No,Yes,No,"Green Peas, oil, spices","vegetable,fiber,low-calorie"
699,Green Peas Steamed,Vegetable,Bangladeshi,Lunch,120,108.4,1.5,14.8,1.2,2.1,2.0,120.5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Green Peas, oil, spices","vegetable,fiber,low-calorie"
700,Tomato Bhaji,Vegetable,Bangladeshi,Lunch,120,51.8,2.1,13.6,8.8,2.8,3.9,159.9,Yes,Yes,Yes,Yes,No,No,Yes,Yes,"Tomato, oil, spices","vegetable,fiber,low-calorie"
701,Tomato Bhorta,Vegetable,Bangladeshi,Lunch,80,140.2,5.9,12.2,6.7,3.0,4.8,128.6,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Tomato, oil, spices","vegetable,fiber,low-calorie"
702,Tomato Torkari (Curry),Vegetable,Bangladeshi,Dinner,80,102.4,3.5,11.1,4.2,4.6,1.4,173.4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Tomato, oil, spices","vegetable,fiber,low-calorie"
703,Tomato Chochchori,Vegetable,Bangladeshi,Dinner,100,94.8,4.7,16.7,10.3,2.1,3.0,296.2,Yes,Yes,Yes,Yes,No,No,Yes,No,"Tomato, oil, spices","vegetable,fiber,low-calorie"
704,Tomato Dalna,Vegetable,Bangladeshi,Dinner,80,142.8,5.5,18.6,11.3,2.8,1.1,218.5,Yes,Yes,Yes,Yes,No,No,Yes,No,"Tomato, oil, spices","vegetable,fiber,low-calorie"
705,Tomato Fried,Vegetable,Bangladeshi,Lunch,100,92.6,4.3,6.4,2.6,3.0,4.0,75.4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Tomato, oil, spices","vegetable,fiber,low-calorie"
706,Tomato Stir-fry,Vegetable,Bangladeshi,Lunch,80,83.6,2.0,8.4,10.3,3.0,2.2,156.2,Yes,Yes,Yes,Yes,No,No,Yes,No,"Tomato, oil, spices","vegetable,fiber,low-calorie"
707,Tomato Steamed,Vegetable,Bangladeshi,Dinner,100,131.8,4.8,15.1,9.3,5.0,5.7,139.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,"Tomato, oil, spices","vegetable,fiber,low-calorie"
708,Cucumber Bhaji,Vegetable,Bangladeshi,Dinner,100,101.4,1.7,12.7,2.3,3.4,2.2,285.6,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Cucumber, oil, spices","vegetable,fiber,low-calorie"
709,Cucumber Bhorta,Vegetable,Bangladeshi,Lunch,80,128.5,5.2,13.5,1.3,1.9,4.0,131.7,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Cucumber, oil, spices","vegetable,fiber,low-calorie"
710,Cucumber Torkari (Curry),Vegetable,Bangladeshi,Dinner,120,114.8,4.8,16.2,6.7,3.5,3.3,123.4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Cucumber, oil, spices","vegetable,fiber,low-calorie"
711,Cucumber Chochchori,Vegetable,Bangladeshi,Dinner,100,100.6,3.7,18.8,6.9,1.1,4.8,297.7,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Cucumber, oil, spices","vegetable,fiber,low-calorie"
712,Cucumber Dalna,Vegetable,Bangladeshi,Lunch,100,94.0,5.3,12.5,1.4,1.9,4.3,244.8,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Cucumber, oil, spices","vegetable,fiber,low-calorie"
713,Cucumber Fried,Vegetable,Bangladeshi,Lunch,100,91.7,2.6,11.6,9.4,3.8,3.5,188.4,Yes,Yes,Yes,Yes,No,No,Yes,Yes,"Cucumber, oil, spices","vegetable,fiber,low-calorie"
714,Cucumber Stir-fry,Vegetable,Bangladeshi,Dinner,100,107.5,1.8,5.9,3.9,4.0,2.9,219.1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Cucumber, oil, spices","vegetable,fiber,low-calorie"
715,Cucumber Steamed,Vegetable,Bangladeshi,Dinner,100,47.4,4.0,7.2,5.0,5.0,3.9,241.3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Cucumber, oil, spices","vegetable,fiber,low-calorie"
716,Capsicum Bhaji,Vegetable,Bangladeshi,Dinner,100,51.7,2.7,11.1,4.9,4.3,2.2,212.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Capsicum, oil, spices","vegetable,fiber,low-calorie"
717,Capsicum Bhorta,Vegetable,Bangladeshi,Lunch,120,47.9,2.5,10.7,1.2,2.6,3.3,265.8,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Capsicum, oil, spices","vegetable,fiber,low-calorie"
718,Capsicum Torkari (Curry),Vegetable,Bangladeshi,Dinner,100,42.4,3.3,5.4,4.5,3.9,2.6,74.4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Capsicum, oil, spices","vegetable,fiber,low-calorie"
719,Capsicum Chochchori,Vegetable,Bangladeshi,Dinner,80,122.9,2.0,13.4,9.9,4.3,1.8,124.9,Yes,Yes,Yes,Yes,No,No,Yes,Yes,"Capsicum, oil, spices","vegetable,fiber,low-calorie"
720,Capsicum Dalna,Vegetable,Bangladeshi,Dinner,80,99.6,5.2,18.4,10.2,3.7,2.4,61.9,Yes,Yes,Yes,Yes,No,No,Yes,No,"Capsicum, oil, spices","vegetable,fiber,low-calorie"
721,Capsicum Fried,Vegetable,Bangladeshi,Dinner,80,114.9,5.8,17.2,7.4,4.0,2.4,191.6,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Capsicum, oil, spices","vegetable,fiber,low-calorie"
722,Capsicum Stir-fry,Vegetable,Bangladeshi,Dinner,100,65.2,5.0,16.1,4.3,5.0,3.2,185.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Capsicum, oil, spices","vegetable,fiber,low-calorie"
723,Capsicum Steamed,Vegetable,Bangladeshi,Lunch,100,88.3,4.1,12.7,9.4,1.9,1.1,225.8,Yes,Yes,Yes,Yes,No,No,Yes,Yes,"Capsicum, oil, spices","vegetable,fiber,low-calorie"
724,Mushroom Bhaji,Vegetable,Bangladeshi,Lunch,120,99.9,4.3,19.0,11.3,2.3,4.2,252.2,Yes,Yes,Yes,Yes,No,No,Yes,No,"Mushroom, oil, spices","vegetable,fiber,low-calorie"
725,Mushroom Bhorta,Vegetable,Bangladeshi,Dinner,120,127.2,1.3,8.4,6.1,2.2,4.7,241.4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Mushroom, oil, spices","vegetable,fiber,low-calorie"
726,Mushroom Torkari (Curry),Vegetable,Bangladeshi,Dinner,100,78.2,5.2,6.1,3.2,3.1,5.1,211.5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Mushroom, oil, spices","vegetable,fiber,low-calorie"
727,Mushroom Chochchori,Vegetable,Bangladeshi,Dinner,120,112.1,3.0,6.9,3.1,2.2,5.1,166.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Mushroom, oil, spices","vegetable,fiber,low-calorie"
728,Mushroom Dalna,Vegetable,Bangladeshi,Dinner,100,117.6,1.2,7.7,2.5,2.3,5.0,214.7,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Mushroom, oil, spices","vegetable,fiber,low-calorie"
729,Mushroom Fried,Vegetable,Bangladeshi,Lunch,120,142.3,5.8,13.3,1.2,5.3,1.4,200.4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Mushroom, oil, spices","vegetable,fiber,low-calorie"
730,Mushroom Stir-fry,Vegetable,Bangladeshi,Lunch,100,147.6,4.4,20.1,5.4,5.2,5.2,109.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Mushroom, oil, spices","vegetable,fiber,low-calorie"
731,Mushroom Steamed,Vegetable,Bangladeshi,Lunch,120,119.7,3.9,18.2,6.8,3.5,1.5,200.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Mushroom, oil, spices","vegetable,fiber,low-calorie"
732,Moong Dal - Plain Dal,Lentil/Dal,Bangladeshi,Dinner,150,129.6,8.9,19.3,7.2,2.9,2.3,136.1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Moong Dal, turmeric, onion, spices","lentil,protein,vegetarian"
733,Moong Dal - Bhuna Dal,Lentil/Dal,Bangladeshi,Lunch,150,119.3,7.4,19.5,8.0,2.2,2.6,274.9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Moong Dal, turmeric, onion, spices","lentil,protein,vegetarian"
734,Moong Dal - Dal with Vegetables,Lentil/Dal,Bangladeshi,Lunch,150,128.5,8.1,22.5,8.7,5.5,3.8,190.7,Yes,Yes,Yes,Yes,No,No,Yes,Yes,"Moong Dal, turmeric, onion, spices","lentil,protein,vegetarian"
735,Moong Dal - Dal Fry,Lentil/Dal,Bangladeshi,Dinner,150,173.9,6.1,25.6,6.2,5.4,3.0,335.2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Moong Dal, turmeric, onion, spices","lentil,protein,vegetarian"
736,Moong Dal - Dal Makhani Style,Lentil/Dal,Bangladeshi,Lunch,150,122.8,7.9,22.0,6.9,5.6,3.1,233.7,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Moong Dal, turmeric, onion, spices","lentil,protein,vegetarian"
737,Masoor Dal - Plain Dal,Lentil/Dal,Bangladeshi,Lunch,150,177.2,7.9,25.0,4.8,5.9,1.8,122.6,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Masoor Dal, turmeric, onion, spices","lentil,protein,vegetarian"
738,Masoor Dal - Bhuna Dal,Lentil/Dal,Bangladeshi,Lunch,150,126.8,10.3,16.8,5.1,3.3,3.4,261.1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Masoor Dal, turmeric, onion, spices","lentil,protein,vegetarian"
739,Masoor Dal - Dal with Vegetables,Lentil/Dal,Bangladeshi,Lunch,150,124.7,6.4,23.6,5.4,4.9,3.8,183.2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Masoor Dal, turmeric, onion, spices","lentil,protein,vegetarian"
740,Masoor Dal - Dal Fry,Lentil/Dal,Bangladeshi,Dinner,150,178.9,10.1,24.1,6.9,4.0,2.1,250.5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Masoor Dal, turmeric, onion, spices","lentil,protein,vegetarian"
741,Masoor Dal - Dal Makhani Style,Lentil/Dal,Bangladeshi,Dinner,150,140.8,6.1,15.6,6.5,4.5,3.4,134.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Masoor Dal, turmeric, onion, spices","lentil,protein,vegetarian"
742,Chola Dal (Chickpea) - Plain Dal,Lentil/Dal,Bangladeshi,Dinner,150,118.0,7.5,21.3,2.8,3.0,3.1,291.9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Chola Dal (Chickpea), turmeric, onion, spices","lentil,protein,vegetarian"
743,Chola Dal (Chickpea) - Bhuna Dal,Lentil/Dal,Bangladeshi,Lunch,150,176.2,9.4,23.7,4.2,3.9,3.2,165.2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Chola Dal (Chickpea), turmeric, onion, spices","lentil,protein,vegetarian"
744,Chola Dal (Chickpea) - Dal with Vegetables,Lentil/Dal,Bangladeshi,Dinner,150,172.0,7.0,19.6,3.3,5.5,3.8,321.1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Chola Dal (Chickpea), turmeric, onion, spices","lentil,protein,vegetarian"
745,Chola Dal (Chickpea) - Dal Fry,Lentil/Dal,Bangladeshi,Lunch,150,101.9,6.1,21.1,6.3,2.9,1.3,215.6,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Chola Dal (Chickpea), turmeric, onion, spices","lentil,protein,vegetarian"
746,Chola Dal (Chickpea) - Dal Makhani Style,Lentil/Dal,Bangladeshi,Dinner,150,163.1,6.8,19.4,5.0,3.0,1.3,192.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Chola Dal (Chickpea), turmeric, onion, spices","lentil,protein,vegetarian"
747,Motor Dal (Peas) - Plain Dal,Lentil/Dal,Bangladeshi,Lunch,150,101.3,8.6,23.5,8.5,5.3,2.5,156.1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,"Motor Dal (Peas), turmeric, onion, spices","lentil,protein,vegetarian"
748,Motor Dal (Peas) - Bhuna Dal,Lentil/Dal,Bangladeshi,Lunch,150,117.1,10.3,23.6,4.0,4.0,1.4,314.1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Motor Dal (Peas), turmeric, onion, spices","lentil,protein,vegetarian"
749,Motor Dal (Peas) - Dal with Vegetables,Lentil/Dal,Bangladeshi,Lunch,150,189.6,7.4,22.4,4.9,3.6,1.4,172.5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Motor Dal (Peas), turmeric, onion, spices","lentil,protein,vegetarian"
750,Motor Dal (Peas) - Dal Fry,Lentil/Dal,Bangladeshi,Dinner,150,121.2,8.3,17.7,6.1,4.6,1.3,217.2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Motor Dal (Peas), turmeric, onion, spices","lentil,protein,vegetarian"
751,Motor Dal (Peas) - Dal Makhani Style,Lentil/Dal,Bangladeshi,Dinner,150,187.7,8.0,17.3,4.7,3.7,2.8,118.3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Motor Dal (Peas), turmeric, onion, spices","lentil,protein,vegetarian"
752,Kheshari Dal - Plain Dal,Lentil/Dal,Bangladeshi,Lunch,150,104.7,10.7,20.2,4.5,4.4,3.0,300.6,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Kheshari Dal, turmeric, onion, spices","lentil,protein,vegetarian"
753,Kheshari Dal - Bhuna Dal,Lentil/Dal,Bangladeshi,Lunch,150,100.5,8.5,19.2,8.8,4.7,1.4,323.1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,"Kheshari Dal, turmeric, onion, spices","lentil,protein,vegetarian"
754,Kheshari Dal - Dal with Vegetables,Lentil/Dal,Bangladeshi,Lunch,150,152.2,7.3,20.5,8.5,5.5,1.4,179.3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,"Kheshari Dal, turmeric, onion, spices","lentil,protein,vegetarian"
755,Kheshari Dal - Dal Fry,Lentil/Dal,Bangladeshi,Dinner,150,112.8,6.6,15.5,2.9,5.5,3.5,287.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Kheshari Dal, turmeric, onion, spices","lentil,protein,vegetarian"
756,Kheshari Dal - Dal Makhani Style,Lentil/Dal,Bangladeshi,Dinner,150,125.5,10.4,21.7,7.3,3.1,1.9,323.2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Kheshari Dal, turmeric, onion, spices","lentil,protein,vegetarian"
